Hospital Name|CITY|State|Country
Buchanan General Hospital|Grundy|Virginia|USA
Carilion Clinic St. Albans Hospital|Christiansburg|Virginia|USA
Carilion Franklin Memorial Hospital|Rocky Mount|Virginia|USA
Carilion Giles Memorial Hospital|Pearisburg|Virginia|USA
Carilion New River Valley Medical Center|Christiansburg|Virginia|USA
Carilion Roanoke Memorial Hospital|Roanoke|Virginia|USA
Carilion Stonewall Jackson Hospital|Lexington|Virginia|USA
Carilion Tazewell Communityl Hospital|Tazewell|Virginia|USA
Centra Bedford Memorial Hospital|Bedford|Virginia|USA
Centra Lynchburg General Hospital|Lynchburg|Virginia|USA
Centra Southside Community Hospital|Farmville|Virginia|USA
Chesapeake Regional Medical Center|Chesapeake|Virginia|USA
Children's Hospital of The King's Daughters|Norfolk|Virginia|USA
CJW Medical Center (Chippenham & Johnston-Willis)|Richmond|Virginia|USA
Clinch Valley Medical Center|Richlands|Virginia|USA
Culpeper Regional Hospital|Culpeper|Virginia|USA
Cumberland Hospital|New Kent|Virginia|USA
Danville Regional Medical Center|Danville|Virginia|USA
Dickenson Community Hospital|Clintwood|Virginia|USA
Fort Belvoir Community Hospital|Fort Belvoir|Virginia|USA
Dominion Hospital|Falls Church|Virginia|USA
Fauquier Health System|Warrenton|Virginia|USA
Haymarket Medical Center|Haymarket|Virginia|USA
Henrico Doctors' Hospital|Richmond|Virginia|USA
Parham Doctors' Hospital||Virginia|USA
Inova Alexandria Hospital|Alexandria|Virginia|USA
Inova Fairfax Hospital|Fairfax County|Virginia|USA
Inova Fairfax Children's Hospital|Fairfax|Virginia|USA
Inova Fair Oaks Hospital|Fairfax|Virginia|USA
Inova Loudoun Hospital|Leesburg|Virginia|USA
Inova Mount Vernon Hospital|Alexandria|Virginia|USA
John Randolph Medical Center|Hopewell|Virginia|USA
Lake Taylor Transitional Care Hospital|Norfolk|Virginia|USA
Lewis-Gale Medical Center|Salem|Virginia|USA
Lewis-Gale Hospital Alleghany|Low Moor|Virginia|USA
Lewis-Gale Hospital Montgomery|Blacksburg|Virginia|USA
Lewis-Gale Hospital Pulaski|Pulaski|Virginia|USA
Martha Jefferson Hospital|Charlottesville|Virginia|USA
Martinsville Memorial Hospital|Martinsville|Virginia|USA
Mary Washington Hospital|Fredericksburg|Virginia|USA
Mountain View Regional Medical Center|Norton|Virginia|USA
Naval Medical Center Portsmouth|Portsmouth|Virginia|USA
Norton Community Hospital|Norton|Virginia|USA
Page Memorial Hospital|Luray|Virginia|USA
Prince William Health System|Manassas|Virginia|USA
Rappahannock General Hospital|Kilmarnock|Virginia|USA
Reston Hospital Center|Reston|Virginia|USA
Riverside Doctors Hospital Williamsburg|Williamsburg|Virginia|USA
Riverside Regional Medical Center|Newport News|Virginia|USA
Riverside Shore Memorial Hospital|Nassawadox|Virginia|USA
Riverside Tappahannock Hospital|Tappahannock|Virginia|USA
Riverside Walter Reed Hospital|Gloucester|Virginia|USA
R.J. Reynolds–Patrick County Memorial Hospital|Stuart|Virginia|USA
Roanoke Memorial Hospital||Virginia|USA
Russell County Medical Center|Lebanon|Virginia|USA
Sentara Bayside Hospital|Virginia Beach|Virginia|USA
Sentara CarePlex Hospital|Hampton|Virginia|USA
Sentara Halifax|South Boston|Virginia|USA
Sentara Heart Hospital|Norfolk|Virginia|USA
Sentara Leigh Hospital|Norfolk|Virginia|USA
Sentara Norfolk General Hospital|Norfolk|Virginia|USA
Sentara Northern Virginia Medical Center|Prince William County|Virginia|USA
Sentara Obici Hospital|Suffolk|Virginia|USA
Sentara Princess Anne Hospital|Virginia Beach|Virginia|USA
Sentara RMH Medical Center|Harrisonburg|Virginia|USA
Sentara Virginia Beach General Hospital|Virginia Beach|Virginia|USA
Sentara Williamsburg Community Hospital|Williamsburg|Virginia|USA
Shenandoah Memorial Hospital–Valley Health|Woodstock|Virginia|USA
Smyth County Community Hospital|Smyth County|Virginia|USA
Southampton Memorial Hospital|Franklin|Virginia|USA
Southern Virginia Regional Medical Center|Emporia|Virginia|USA
Southside Regional Medical Center|Petersburg|Virginia|USA
Spotsylvania Regional Medical Center|Spotsylvania|Virginia|USA
Stafford Hospital|Stafford|Virginia|USA
Stone Springs Hospital Centerl|Dulles|Virginia|USA
Twin County Regional Hospital|Galax|Virginia|USA
University of Virginia Health System|Charlottesville|Virginia|USA
Valley Health Warren Memorial Hospital|Front Royal|Virginia|USA
Valley Health Winchester|Winchester|Virginia|USA
VCU Medical Center|Richmond|Virginia|USA
Virginia Hospital Center|Arlington|Virginia|USA
Wellmont Johnston Memorial Hospital|Abingdon|Virginia|USA
Wellmont Lonesome Pine Mt. View Hospital|Big Stone Gap|Virginia|USA
Wythe County Community Hospital|Wytheville|Virginia|USA
Grays Harbor Community Hospital|Aberdeen|Washington (state)|USA
Island Hospital|Anacortes|Washington (state)|USA
Cascade Valley Hospital|Arlington|Washington (state)|USA
Auburn Medical Center|Auburn|Washington (state)|USA
Overlake Hospital Medical Center|Bellevue|Washington (state)|USA
St. Joseph Medical Center|Bellingham|Washington (state)|USA
Harrison Medical Center|Bremerton|Washington (state)|USA
Naval Hospital Bremerton|Bremerton|Washington (state)|USA
Three Rivers Hospital|Brewster|Washington (state)|USA
Highline Medical Center|Burien|Washington (state)|USA
Providence Centralia Hospital|Centralia|Washington (state)|USA
Lake Chelan Community Hospital|Chelan|Washington (state)|USA
St. Joseph's Hospital|Chewelah|Washington (state)|USA
Tri-State Memorial Hospital|Clarkston|Washington (state)|USA
Whitman Hospital and Medical Center|Colfax|Washington (state)|USA
Providence Mount Carmel Hospital|Colville|Washington (state)|USA
Whidbey General Hospital|Coupeville|Washington (state)|USA
Lincoln Hospital|Davenport|Washington (state)|USA
Dayton General Hospital|Dayton|Washington (state)|USA
Swedish Medical Center/Edmonds Campus|Edmonds|Washington (state)|USA
Kittitas Valley Community Hospital|Ellensburg|Washington (state)|USA
St. Elizabeth Hospital|Enumclaw|Washington (state)|USA
Columbia Basin Hospital|Ephrata|Washington (state)|USA
Providence Regional Medical Center Everett|Everett|Washington (state)|USA
St. Francis Hospital|Federal Way|Washington (state)|USA
Forks Community Hospital|Forks|Washington (state)|USA
PeaceHealth Peace Island Hospital|Friday Harbor|Washington (state)|USA
St. Anthony Hospital|Gig Harbor|Washington (state)|USA
Klickitat Valley Health Services|Goldendale|Washington (state)|USA
Coulee Medical Center|Grand Coulee|Washington (state)|USA
Ocean Beach Hospital|Ilwaco|Washington (state)|USA
Swedish/Issaquah|Issaquah|Washington (state)|USA
Trios Health|Kennewick|Washington (state)|USA
Evergreen Healthcare|Kirkland|Washington (state)|USA
Fairfax Hospital|Kirkland|Washington (state)|USA
St. Clare Hospital|Lakewood|Washington (state)|USA
Cascade Medical Center|Leavenworth|Washington (state)|USA
PeaceHealth St. John Medical Center|Longview|Washington (state)|USA
Summit Pacific Medical Center|McCleary|Washington (state)|USA
Eastern State Hospital|Medical Lake|Washington (state)|USA
Valley General Hospital|Monroe|Washington (state)|USA
Morton General Hospital|Morton|Washington (state)|USA
Samaritan Healthcare|Moses Lake|Washington (state)|USA
Skagit Valley Hospital|Mount Vernon|Washington (state)|USA
Newport Community Hospital|Newport|Washington (state)|USA
Odessa Memorial Healthcare Center|Odessa|Washington (state)|USA
Capital Medical Center|Olympia|Washington (state)|USA
Providence St. Peter Hospital|Olympia|Washington (state)|USA
Mid-Valley Hospital|Omak|Washington (state)|USA
Othello Community Hospital|Othello|Washington (state)|USA
Lourdes Medical Center|Pasco|Washington (state)|USA
Garfield County Hospital District|Pomeroy|Washington (state)|USA
Olympic Memorial Hospital|Port Angeles|Washington (state)|USA
Jefferson Healthcare Hospital|Port Townsend|Washington (state)|USA
Prosser Memorial Hospital|Prosser|Washington (state)|USA
Pullman Regional Hospital|Pullman|Washington (state)|USA
Good Samaritan Hospital|Puyallup|Washington (state)|USA
Quincy Valley Medical Center|Quincy|Washington (state)|USA
Group Health Cooperative/Eastside Hospital|Redmond|Washington (state)|USA
Valley Medical Center|Renton|Washington (state)|USA
Ferry County Memorial Hospital|Republic|Washington (state)|USA
Kadlec Regional Medical Center|Richland|Washington (state)|USA
Lourdes Counseling Center - Richland|Richland|Washington (state)|USA
East Adams Rural Hospital|Ritzville|Washington (state)|USA
Seattle Children's|Seattle|Washington (state)|USA
Fred Hutchinson Cancer Research Center|Seattle|Washington (state)|USA
Group Health Cooperative/Central Hospital|Seattle|Washington (state)|USA
Harborview Medical Center|Seattle|Washington (state)|USA
Kindred Hospital Seattle|Seattle|Washington (state)|USA
Northwest Hospital|Seattle|Washington (state)|USA
Regional Hospital for Respiratory and Complex Care|Seattle|Washington (state)|USA
Seattle Cancer Care Alliance|Seattle|Washington (state)|USA
Swedish Medical Center/Ballard Campus|Seattle|Washington (state)|USA
Swedish Medical Center/First Hill Campus|Seattle|Washington (state)|USA
Swedish Medical Center/Cherry Hill Campus|Seattle|Washington (state)|USA
University of Washington Medical Center|Seattle|Washington (state)|USA
Virginia Mason Hospital|Seattle|Washington (state)|USA
VA Hospital|Seattle|Washington (state)|USA
Navos Health|Seattle|Washington (state)|USA
United General Hospital|Sedro-Woolley|Washington (state)|USA
Mason General Hospital|Shelton|Washington (state)|USA
Snoqualmie Valley Hospital|Snoqualmie|Washington (state)|USA
Willapa Harbor Hospital|South Bend|Washington (state)|USA
Deaconess Hospital|Spokane|Washington (state)|USA
Providence Holy Family Hospital|Spokane|Washington (state)|USA
Sacred Heart Medical Center|Spokane|Washington (state)|USA
Shriners Hospital for Children|Spokane|Washington (state)|USA
St. Luke's Rehabilitation Institute|Spokane|Washington (state)|USA
Valley Hospital and Medical Center|Spokane Valley|Washington (state)|USA
Sunnyside Community Hospital|Sunnyside|Washington (state)|USA
Allenmore Hospital|Tacoma|Washington (state)|USA
Madigan Army Medical Center|Tacoma|Washington (state)|USA
Mary Bridge Children's Hospital & Health Center|Tacoma|Washington (state)|USA
MultiCare Health System|Tacoma|Washington (state)|USA
St. Joseph Medical Center|Tacoma|Washington (state)|USA
Tacoma General Hospital|Tacoma|Washington (state)|USA
Western State Hospital|Lakewood|Washington (state)|USA
North Valley Hospital|Tonasket|Washington (state)|USA
Toppenish Community Hospital|Toppenish|Washington (state)|USA
Highline Community Hospital Specialty Center|Tukwila|Washington (state)|USA
PeaceHealth Southwest Medical Center|Vancouver|Washington (state)|USA
Legacy Salmon Creek Hospital|Vancouver|Washington (state)|USA
Providence St. Mary Medical Center|Walla Walla|Washington (state)|USA
Walla Walla General Hospital|Walla Walla|Washington (state)|USA
Central Washington Hospital|Wentachee|Washington (state)|USA
Wenatchee Valley Medical Center|Wentachee|Washington (state)|USA
Skyline Hospital|White Salmon|Washington (state)|USA
Yakima Regional Medical and Heart Center|Yakima|Washington (state)|USA
Yakima Valley Memorial Hospital|Yakima|Washington (state)|USA
Children's National Medical Center||Washington, D.C.|USA
George Washington University Hospital||Washington, D.C.|USA
Hospital for Sick Children||Washington, D.C.|USA
Howard University Hospital||Washington, D.C.|USA
MedStar Georgetown University Hospital||Washington, D.C.|USA
MedStar National Rehabilitation Hospital||Washington, D.C.|USA
MedStar Washington Hospital Center||Washington, D.C.|USA
Providence Hospital||Washington, D.C.|USA
Psychiatric Institute of Washington||Washington, D.C.|USA
Sibley Memorial Hospital||Washington, D.C.|USA
Specialty Hospital of Washington - Capitol Hill||Washington, D.C.|USA
Specialty Hospital of Washington - Hadley||Washington, D.C.|USA
St. Elizabeths Hospital||Washington, D.C.|USA
United Medical Center (formerly Greater Southeast Community Hospital)[2]||Washington, D.C.|USA
Walter Reed Army Medical Center[3]||Washington, D.C.|USA
Washington DC Veterans Affairs Medical Center||Washington, D.C.|USA
Beckley Appalachian Regional Hospital - Beckley, West Virginia||West Virginia|USA
Braxton County Memorial Hospital - Gassaway, West Virginia||West Virginia|USA
Bluefield Regional Medical Center - Bluefield, West Virginia||West Virginia|USA
Boone Memorial Hospital - Madison, West Virginia||West Virginia|USA
Broaddus Hospital - Philippi, West Virginia||West Virginia|USA
Cabell Huntington Hospital - Huntington, West Virginia||West Virginia|USA
Camden-Clark Medical Center - Parkersburg, West Virginia||West Virginia|USA
Charleston Area Medical Center||West Virginia|USA
CAMC General Division||West Virginia|USA
CAMC Memorial Division||West Virginia|USA
CAMC Women and Children's Hospital||West Virginia|USA
CAMC Teays Valley Hospital| Teays Valley (postal address Hurricane, West Virginia)|West Virginia|USA
Chestnut Ridge Center - Morgantown, West Virginia||West Virginia|USA
City Hospital - Martinsburg, West Virginia||West Virginia|USA
Fairmont Regional Medical Center - Fairmont, West Virginia||West Virginia|USA
Grafton City Hospital - Grafton, West Virginia||West Virginia|USA
Grant Memorial Hospital- Petersburg, West Virginia||West Virginia|USA
Greenbrier Valley Medical Center - Ronceverte, West Virginia||West Virginia|USA
Hampshire Memorial Hospital - Romney, West Virginia||West Virginia|USA
HealthSouth Rehabilitation Hospital - Huntington, West Virginia||West Virginia|USA
Highland Hospital - Charleston, West Virginia||West Virginia|USA
Jackson General Hospital - Ripley, West Virginia||West Virginia|USA
Jefferson Memorial Hospital - Ranson, West Virginia||West Virginia|USA
Jon Michael Moore Trauma Center - Morgantown, West Virginia||West Virginia|USA
Logan Regional Medical Center - Logan, West Virginia||West Virginia|USA
Man Appalachian Regional Hospital (closed) Man, West Virginia||West Virginia|USA
Marmet Hospital for Crippled Children (closed) Marmet, West Virginia||West Virginia|USA
Mary Babb Randolph Cancer Center - Morgantown, West Virginia||West Virginia|USA
Minnie Hamilton Health Center - Grantsville, West Virginia||West Virginia|USA
Monongalia General Hospital - Morgantown, West Virginia||West Virginia|USA
Montgomery General Hospital - Montgomery, West Virginia||West Virginia|USA
Ohio Valley Medical Center (OVMC) - Wheeling, West Virginia||West Virginia|USA
Plateau Medical Center - [[Oak Hill, West Virginia]||West Virginia|USA
Pleasant Valley Hospital- [Point Pleasant, West Virginia]]||West Virginia|USA
Pocahontas Memorial Hospital - Buckeye, West Virginia||West Virginia|USA
Preston Memorial Hospital - Kingwood, West Virginia||West Virginia|USA
Princeton Community Hospital Princeton, West Virginia||West Virginia|USA
Raleigh General Hospital - Beckley, West Virginia||West Virginia|USA
Reynolds Memorial Hospital-Glen Dale, West Virginia||West Virginia|USA
Richwood Area Community Hospital (closed) - Richwood, West Virginia||West Virginia|USA
River Park Hospital - Huntington, West Virginia||West Virginia|USA
Roane General Hospital - Spencer, West Virginia||West Virginia|USA
Ruby Memorial Hospital - Morgantown, West Virginia||West Virginia|USA
St. Francis Hospital - Charleston, West Virginia||West Virginia|USA
St. Joseph's Hospital (Buckhannon, West Virginia) - Buckhannon, West Virginia||West Virginia|USA
St. Joseph's Hospital (Parkersburg, West Virginia) - Parkersburg, West Virginia||West Virginia|USA
St. Mary's Medical Center - Huntington, West Virginia||West Virginia|USA
Sistersville General Hospital - Sistersville, West Virginia||West Virginia|USA
Stonewall Jackson Memorial Hospital - Weston, West Virginia||West Virginia|USA
Summers County Appalachian Regional Hospital - Hinton, West Virginia||West Virginia|USA
Summersville Memorial Hospital - Summersville, West Virginia||West Virginia|USA
Stevens Clinic Hospital (closed) Welch, West Virginia||West Virginia|USA
Thomas Memorial Hospital - South Charleston, West Virginia||West Virginia|USA
United Hospital Center - Clarksburg, West Virginia||West Virginia|USA
Veterans Affairs Medical Center - Beckley, West Virginia||West Virginia|USA
Veterans Affairs Medical Center (Louis A. Johnson VAMC) - Clarksburg, West Virginia||West Virginia|USA
Veterans Affairs Medical Center - Huntington, West Virginia||West Virginia|USA
Veterans Affairs Medical Center - Martinsburg, West Virginia||West Virginia|USA
War Memorial Hospital - Berkeley Springs, West Virginia||West Virginia|USA
Webster County Memorial Hospital - Webster Springs, West Virginia||West Virginia|USA
Weirton Medical Center - Weirton, West Virginia||West Virginia|USA
Welch Community Hospital - Welch, West Virginia||West Virginia|USA
WVU Children’s Hospital - Morgantown, West Virginia||West Virginia|USA
Wetzel County Hospital - New Martinsville, West Virginia||West Virginia|USA
Wheeling Hospital - Wheeling, West Virginia||West Virginia|USA
Williamson Memorial Hospital - Williamson, West Virginia||West Virginia|USA
Amery Regional Medical Center|Amery|Wisconsin|USA
Aspirus Langlade Hospital|Antigo|Wisconsin|USA
Outagamie County Health Center (demolished 2001)|Appleton|Wisconsin|USA
St. Elizabeth Hospital|Appleton|Wisconsin|USA
ThedaCare Regional Medical Center-Appleton|Appleton|Wisconsin|USA
Mayo Clinic Health System - Arcadia (Franciscan Healthcare)|Arcadia|Wisconsin|USA
Memorial Medical Center|Ashland|Wisconsin|USA
Baldwin Area Medical Center|Baldwin|Wisconsin|USA
St. Clare Hospital|Baraboo|Wisconsin|USA
Mayo Clinic Health System - Northland|Barron|Wisconsin|USA
Beaver Dam Community Hospital|Beaver Dam|Wisconsin|USA
Beloit Memorial Hospital|Beloit|Wisconsin|USA
Berlin Memorial Hospital|Berlin|Wisconsin|USA
Black River Memorial Hospital|Black River Falls|Wisconsin|USA
Mayo Clinic Health System - Chippewa Valley|Bloomer|Wisconsin|USA
Boscobel Area Health Care|Boscobel|Wisconsin|USA
Wheaton Franciscan Healthcare-Elmbrook Memorial|Brookfield|Wisconsin|USA
Aurora Memorial Hospital of Burlington|Burlington|Wisconsin|USA
Calumet Medical Center|Chilton|Wisconsin|USA
St. Joseph Hospital of Chippewa Falls|Chippewa Falls|Wisconsin|USA
